month,product_category,company,asp_inr
2024-12-01,Earwear,Apple,15922.137914456727
2025-01-01,Earwear,Apple,12951.855375035742
2025-02-01,Earwear,Apple,14275.70644125556
2025-03-01,Earwear,Apple,13716.089571899012
2025-04-01,Earwear,Apple,16441.76640586219
2025-05-01,Earwear,Apple,16724.780871562918
2025-06-01,Earwear,Apple,18612.65370897388
2025-07-01,Earwear,Apple,17730.270212438023
2025-08-01,Earwear,Apple,17635.295188549127
2025-09-01,Earwear,Apple,18134.057706031712
2025-10-01,Earwear,Apple,18341.09361376301
2025-11-01,Earwear,Apple,18886.139794715356
2025-12-01,Earwear,Apple,15759.295505096748
2026-01-01,Earwear,Apple,18003.649417815046
2026-02-01,Earwear,Apple,20330.10928024092
2026-03-01,Earwear,Apple,17475.67014002897
2023-10-01,Earwear,Bang and Olufsen,55989.6
2023-11-01,Earwear,Bang and Olufsen,54940.000000000015
2023-12-01,Earwear,Bang and Olufsen,81180.0
2024-01-01,Earwear,Bang and Olufsen,57563.99999999999
2024-02-01,Earwear,Bang and Olufsen,55514.0
2024-03-01,Earwear,Bang and Olufsen,43125.92592592592
2024-04-01,Earwear,Bang and Olufsen,45876.84210526316
2024-05-01,Earwear,Bang and Olufsen,33899.14893617021
2024-06-01,Earwear,Bang and Olufsen,45574.73684210526
2024-07-01,Earwear,Bang and Olufsen,39681.56862745096
2024-08-01,Earwear,Bang and Olufsen,36977.56756756756
2024-09-01,Earwear,Bang and Olufsen,41865.55555555555
2024-10-01,Earwear,Bang and Olufsen,49764.590163934416
2024-11-01,Earwear,Bang and Olufsen,34439.99999999999
2024-12-01,Earwear,Bang and Olufsen,62577.25490196077
2025-01-01,Earwear,Bang and Olufsen,74001.1320754717
2025-02-01,Earwear,Bang and Olufsen,31775.0
2025-03-01,Earwear,Bang and Olufsen,51796.66666666666
2025-04-01,Earwear,Bang and Olufsen,52156.730769230766
2025-05-01,Earwear,Bang and Olufsen,67983.6313253012
2025-06-01,Earwear,Bang and Olufsen,41613.13636363636
2025-07-01,Earwear,Bang and Olufsen,72384.94807692309
2025-08-01,Earwear,Bang and Olufsen,78910.86206896552
2025-09-01,Earwear,Bang and Olufsen,65177.64839160838
2025-10-01,Earwear,Bang and Olufsen,50281.10526315789
2025-11-01,Earwear,Bang and Olufsen,55171.77947368421
2025-12-01,Earwear,Bang and Olufsen,102324.65666666666
2026-01-01,Earwear,Bang and Olufsen,57533.64255319149
2026-02-01,Earwear,Bang and Olufsen,96536.3204
2026-03-01,Earwear,Bang and Olufsen,77971.56208333334
2023-08-01,Earwear,BeatXP,0.0
2023-09-01,Earwear,BeatXP,716.7870281124499
2023-10-01,Earwear,BeatXP,819.1799999999998
2023-12-01,Earwear,BeatXP,786.053718581517
2024-01-01,Earwear,BeatXP,774.8078106508874
2024-02-01,Earwear,BeatXP,812.9588634240965
2024-03-01,Earwear,BeatXP,817.3353526531691
2024-04-01,Earwear,BeatXP,719.4366967290348
2024-05-01,Earwear,BeatXP,728.6987022112006
2024-06-01,Earwear,BeatXP,699.7406907059419
2024-07-01,Earwear,BeatXP,748.7535266069045
2024-08-01,Earwear,BeatXP,703.4013991769546
2024-09-01,Earwear,BeatXP,692.2110670868977
2024-10-01,Earwear,BeatXP,322.5384641638225
2024-11-01,Earwear,BeatXP,737.1799999999998
2025-04-01,Earwear,BeatXP,574.0000000000001
2020-03-01,Earwear,Bose,16050.017091748412
2020-05-01,Earwear,Bose,24077.660000000047
2020-07-01,Earwear,Bose,24077.66
2020-08-01,Earwear,Bose,24077.660000000025
2020-09-01,Earwear,Bose,22500.880554156185
2020-10-01,Earwear,Bose,16206.776806722688
2020-11-01,Earwear,Bose,18636.73021922841
2020-12-01,Earwear,Bose,17233.62563420427
2021-05-01,Earwear,Bose,22006.400377595965
2021-06-01,Earwear,Bose,19092.976470588237
2021-07-01,Earwear,Bose,21096.26114432109
2021-08-01,Earwear,Bose,17953.760560160044
2021-09-01,Earwear,Bose,18508.541978167385
2021-10-01,Earwear,Bose,17364.869821119446
2021-11-01,Earwear,Bose,20556.2255584663
2021-12-01,Earwear,Bose,23215.33779904306
2022-01-01,Earwear,Bose,16802.966373959123
2022-02-01,Earwear,Bose,16507.83748535997
2022-03-01,Earwear,Bose,16602.72894174122
2022-04-01,Earwear,Bose,14751.799999999996
2022-05-01,Earwear,Bose,18778.0
2022-07-01,Earwear,Bose,18363.87534883721
2022-08-01,Earwear,Bose,16052.892376237622
2022-09-01,Earwear,Bose,23185.23458937198
2022-10-01,Earwear,Bose,13723.270198675496
2022-11-01,Earwear,Bose,14344.513235294116
2022-12-01,Earwear,Bose,14998.27949152542
2023-01-01,Earwear,Bose,21238.0
2023-02-01,Earwear,Bose,19597.18
2023-03-01,Earwear,Bose,22049.16930622009
2023-04-01,Earwear,Bose,21237.999999999996
2023-05-01,Earwear,Bose,21290.22929936305
2023-06-01,Earwear,Bose,20520.664716157204
2023-07-01,Earwear,Bose,20709.40011221407
2023-08-01,Earwear,Bose,21904.894285714287
2023-09-01,Earwear,Bose,17887.15374897457
2023-10-01,Earwear,Bose,18583.65561790247
2023-11-01,Earwear,Bose,16488.229773755655
2023-12-01,Earwear,Bose,17322.003587887557
2024-01-01,Earwear,Bose,18687.756337951643
2024-02-01,Earwear,Bose,18494.47109318738
2024-03-01,Earwear,Bose,18889.887051282047
2024-04-01,Earwear,Bose,20781.24664750957
2024-05-01,Earwear,Bose,19401.57171206225
2024-06-01,Earwear,Bose,19734.73936170213
2024-07-01,Earwear,Bose,21112.43571320297
2024-08-01,Earwear,Bose,18872.159811352536
2024-09-01,Earwear,Bose,18455.488706134474
2024-10-01,Earwear,Bose,18701.152594156392
2024-11-01,Earwear,Bose,18066.181936062145
2024-12-01,Earwear,Bose,18755.527988017973
2025-01-01,Earwear,Bose,16313.17809925775
2025-02-01,Earwear,Bose,17790.123893758297
2025-03-01,Earwear,Bose,18671.64991647034
2025-04-01,Earwear,Bose,17847.099361702127
2025-05-01,Earwear,Bose,20557.554250530786
2025-06-01,Earwear,Bose,16927.244397463
2025-07-01,Earwear,Bose,18545.50226691042
2025-08-01,Earwear,Bose,18700.41257900897
2025-09-01,Earwear,Bose,19310.710483754512
2025-10-01,Earwear,Bose,19847.3067238422
2025-11-01,Earwear,Bose,19786.65572375691
2025-12-01,Earwear,Bose,22021.614210777305
2026-01-01,Earwear,Bose,22108.44970251716
2026-02-01,Earwear,Bose,19728.96346153846
2026-03-01,Earwear,Bose,20599.021272462363
2022-12-01,Earwear,Brandscale,978.9401139190488
2023-01-01,Earwear,Brandscale,1072.9001131782777
2023-02-01,Earwear,Brandscale,971.864752881422
2023-03-01,Earwear,Brandscale,1229.1800000000003
2023-04-01,Earwear,Brandscale,1435.0871708739814
2023-05-01,Earwear,Brandscale,1029.725510788029
2023-06-01,Earwear,Brandscale,1021.1021609191968
2023-07-01,Earwear,Brandscale,893.1074700953784
2023-08-01,Earwear,Brandscale,902.6626161369192
2023-09-01,Earwear,Brandscale,114.17283383908044
2023-11-01,Earwear,Brandscale,957.8970435741865
2023-12-01,Earwear,Brandscale,819.1799999999998
2024-01-01,Earwear,Brandscale,819.1799999999998
2024-02-01,Earwear,Brandscale,1065.18
2024-06-01,Earwear,Brandscale,744.3314102785947
2021-01-01,Earwear,Coolpad,983.18
2020-01-01,Earwear,Crossbeats,3826.302374124709
2020-06-01,Earwear,Crossbeats,2965.891717051966
2020-07-01,Earwear,Crossbeats,2904.585872193437
2020-08-01,Earwear,Crossbeats,2705.1800000000003
2020-10-01,Earwear,Crossbeats,2786.918332668528
2020-11-01,Earwear,Crossbeats,2705.1800000000003
2020-12-01,Earwear,Crossbeats,3197.1799999999994
2021-02-01,Earwear,Crossbeats,2459.18
2021-03-01,Earwear,Crossbeats,3279.18
2021-07-01,Earwear,Crossbeats,1475.1799999999998
2021-09-01,Earwear,Crossbeats,3443.5081640820413
2021-10-01,Earwear,Crossbeats,3657.201244309559
2021-11-01,Earwear,Crossbeats,3169.533970390309
2021-12-01,Earwear,Crossbeats,3152.276556380824
2022-04-01,Earwear,Crossbeats,2926.6771664090675
2022-06-01,Earwear,Crossbeats,3164.38
2022-07-01,Earwear,Crossbeats,1463.1516486902926
2022-08-01,Earwear,Crossbeats,1393.1799999999998
2022-10-01,Earwear,Crossbeats,1796.5392151951578
2022-11-01,Earwear,Crossbeats,1639.1799999999998
2022-12-01,Earwear,Crossbeats,1407.8062144821265
2023-01-01,Earwear,Crossbeats,1730.5709659485751
2023-02-01,Earwear,Crossbeats,1968.8859411882377
2023-03-01,Earwear,Crossbeats,1612.0345586107087
2023-04-01,Earwear,Crossbeats,1911.469079910856
2023-05-01,Earwear,Crossbeats,1409.58
2023-06-01,Earwear,Crossbeats,0.0
2023-07-01,Earwear,Crossbeats,1557.1799999999998
2023-08-01,Earwear,Crossbeats,1758.609698285218
2023-09-01,Earwear,Crossbeats,1129.2887606600952
2023-10-01,Earwear,Crossbeats,1311.1799999999998
2023-11-01,Earwear,Crossbeats,2869.18
2024-01-01,Earwear,Crossbeats,1382.6827829313545
2024-02-01,Earwear,Crossbeats,1826.302093023256
2024-03-01,Earwear,Crossbeats,819.1800000000001
2024-04-01,Earwear,Crossbeats,1475.1799999999996
2024-05-01,Earwear,Crossbeats,1474.688982035928
2024-06-01,Earwear,Crossbeats,1147.18
2024-07-01,Earwear,Crossbeats,2049.794692653673
2024-08-01,Earwear,Crossbeats,2869.179999999999
2024-09-01,Earwear,Crossbeats,2869.18
2024-12-01,Earwear,Crossbeats,2184.757689243028
2025-01-01,Earwear,Crossbeats,2272.0148875479977
2025-03-01,Earwear,Crossbeats,3279.179999999999
2025-04-01,Earwear,Crossbeats,1716.2207890017933
2025-05-01,Earwear,Crossbeats,2455.9
2025-07-01,Earwear,Crossbeats,1885.1799999999996
2025-08-01,Earwear,Crossbeats,2377.1799999999994
2025-09-01,Earwear,Crossbeats,1477.8418085458763
2025-10-01,Earwear,Crossbeats,2032.7799999999995
2025-12-01,Earwear,Crossbeats,4099.179999999999
2026-02-01,Earwear,Crossbeats,1885.18
2026-03-01,Earwear,Crossbeats,2016.174298745724
2021-07-01,Earwear,Dizo Innovation Pvt. Ltd,1273.6904426577948
2021-08-01,Earwear,Dizo Innovation Pvt. Ltd,1269.2434032634033
2021-09-01,Earwear,Dizo Innovation Pvt. Ltd,1497.9269592177438
2021-10-01,Earwear,Dizo Innovation Pvt. Ltd,1424.0762623641965
2021-11-01,Earwear,Dizo Innovation Pvt. Ltd,1524.570963169219
2021-12-01,Earwear,Dizo Innovation Pvt. Ltd,1451.4823427347123
2022-01-01,Earwear,Dizo Innovation Pvt. Ltd,1474.4766254044894
2022-02-01,Earwear,Dizo Innovation Pvt. Ltd,1285.5904181799317
2022-03-01,Earwear,Dizo Innovation Pvt. Ltd,1278.1600550206329
2022-04-01,Earwear,Dizo Innovation Pvt. Ltd,1415.9744005838254
2022-05-01,Earwear,Dizo Innovation Pvt. Ltd,1403.4406223261497
2022-06-01,Earwear,Dizo Innovation Pvt. Ltd,1391.0902698481202
2022-07-01,Earwear,Dizo Innovation Pvt. Ltd,1214.3612912075755
2022-08-01,Earwear,Dizo Innovation Pvt. Ltd,1278.750422268031
2022-09-01,Earwear,Dizo Innovation Pvt. Ltd,1106.6549519451576
2022-10-01,Earwear,Dizo Innovation Pvt. Ltd,1341.503663054876
2022-11-01,Earwear,Dizo Innovation Pvt. Ltd,1403.7398427131973
2022-12-01,Earwear,Dizo Innovation Pvt. Ltd,1428.1797658445212
2023-01-01,Earwear,Dizo Innovation Pvt. Ltd,1216.715115704336
2023-02-01,Earwear,Dizo Innovation Pvt. Ltd,1209.5875895994377
2023-10-01,Earwear,Dynamic Conglomerate,522.7524042420462
2023-11-01,Earwear,Dynamic Conglomerate,819.1800000000001
2024-01-01,Earwear,Dynamic Conglomerate,713.4
2024-04-01,Earwear,Dynamic Conglomerate,828.2827351263243
2024-07-01,Earwear,Dynamic Conglomerate,784.8795394020601
2024-09-01,Earwear,Dynamic Conglomerate,1174.5133333333335
2024-10-01,Earwear,Dynamic Conglomerate,856.4975079934117
2024-11-01,Earwear,Dynamic Conglomerate,778.5597449134528
2024-12-01,Earwear,Dynamic Conglomerate,1379.9226012427685
2025-01-01,Earwear,Dynamic Conglomerate,950.7900000000002
2025-02-01,Earwear,Dynamic Conglomerate,727.4676963894335
2025-04-01,Earwear,Dynamic Conglomerate,1348.9
2025-05-01,Earwear,Dynamic Conglomerate,1106.1799999999998
2025-06-01,Earwear,Dynamic Conglomerate,953.1244251207728
2025-07-01,Earwear,Dynamic Conglomerate,990.7210973451328
2025-08-01,Earwear,Dynamic Conglomerate,1085.4811979463775
2025-09-01,Earwear,Dynamic Conglomerate,633.7079013062408
2025-10-01,Earwear,Dynamic Conglomerate,814.6387623279506
2025-11-01,Earwear,Dynamic Conglomerate,2049.18
2025-12-01,Earwear,Dynamic Conglomerate,936.4233223724272
2026-01-01,Earwear,Dynamic Conglomerate,1106.1799999999998
2026-02-01,Earwear,Dynamic Conglomerate,1061.4009570552146
2026-03-01,Earwear,Dynamic Conglomerate,1615.653010001887
2020-01-01,Earwear,Eccentric Enterprises,599.9846421663442
2020-02-01,Earwear,Eccentric Enterprises,617.2471755725192
2020-03-01,Earwear,Eccentric Enterprises,491.18
2020-05-01,Earwear,Eccentric Enterprises,655.18
2020-06-01,Earwear,Eccentric Enterprises,621.2087286884145
2020-07-01,Earwear,Eccentric Enterprises,691.1578127022278
2020-08-01,Earwear,Eccentric Enterprises,723.6664426043188
2020-09-01,Earwear,Eccentric Enterprises,703.7945840116885
2020-10-01,Earwear,Eccentric Enterprises,713.5748422162197
2020-11-01,Earwear,Eccentric Enterprises,746.6089769046985
2020-12-01,Earwear,Eccentric Enterprises,719.4974165439371
2021-01-01,Earwear,Eccentric Enterprises,754.5920832881466
2021-02-01,Earwear,Eccentric Enterprises,727.7820699595321
2021-03-01,Earwear,Eccentric Enterprises,706.4919336577614
2021-04-01,Earwear,Eccentric Enterprises,897.8552742193754
2021-05-01,Earwear,Eccentric Enterprises,973.3951449493978
2021-06-01,Earwear,Eccentric Enterprises,954.2241579010516
2021-07-01,Earwear,Eccentric Enterprises,1042.358700237935
2021-08-01,Earwear,Eccentric Enterprises,1127.2699293832925
2021-09-01,Earwear,Eccentric Enterprises,1123.3414242098656
2021-10-01,Earwear,Eccentric Enterprises,1105.418125375448
2021-11-01,Earwear,Eccentric Enterprises,1044.910997048015
2021-12-01,Earwear,Eccentric Enterprises,1089.0251660021956
2022-01-01,Earwear,Eccentric Enterprises,1151.8574769189072
2022-02-01,Earwear,Eccentric Enterprises,1038.6795656292763
2022-03-01,Earwear,Eccentric Enterprises,932.4795463602828
2022-04-01,Earwear,Eccentric Enterprises,1166.737985914307
2022-05-01,Earwear,Eccentric Enterprises,1028.6130373840604
2022-06-01,Earwear,Eccentric Enterprises,916.5193642276192
2022-07-01,Earwear,Eccentric Enterprises,1004.0218013942724
2022-08-01,Earwear,Eccentric Enterprises,1019.3538316456578
2022-09-01,Earwear,Eccentric Enterprises,881.6971330446466
2022-10-01,Earwear,Eccentric Enterprises,916.9988478001544
2022-11-01,Earwear,Eccentric Enterprises,828.6982757174981
2022-12-01,Earwear,Eccentric Enterprises,915.3691680452308
2023-01-01,Earwear,Eccentric Enterprises,880.3455879699247
2023-02-01,Earwear,Eccentric Enterprises,896.9158764353783
2023-03-01,Earwear,Eccentric Enterprises,930.62832106174
2023-04-01,Earwear,Eccentric Enterprises,914.2711045924864
2023-05-01,Earwear,Eccentric Enterprises,921.7784885864908
2023-06-01,Earwear,Eccentric Enterprises,935.9801983143284
2023-07-01,Earwear,Eccentric Enterprises,962.8894803186369
2023-08-01,Earwear,Eccentric Enterprises,892.351789923434
2023-09-01,Earwear,Eccentric Enterprises,952.3831207015132
2023-10-01,Earwear,Eccentric Enterprises,770.1480044905976
2023-11-01,Earwear,Eccentric Enterprises,777.6223604255784
2023-12-01,Earwear,Eccentric Enterprises,823.5762575097006
2024-01-01,Earwear,Eccentric Enterprises,862.8202130375454
2024-02-01,Earwear,Eccentric Enterprises,835.8631504915357
2024-03-01,Earwear,Eccentric Enterprises,780.3521399370014
2024-04-01,Earwear,Eccentric Enterprises,669.8279467699489
2024-05-01,Earwear,Eccentric Enterprises,753.7042723957371
2024-06-01,Earwear,Eccentric Enterprises,865.7298511251616
2024-07-01,Earwear,Eccentric Enterprises,749.2079354362278
2024-08-01,Earwear,Eccentric Enterprises,772.8382464231435
2024-09-01,Earwear,Eccentric Enterprises,685.1205376185563
2024-10-01,Earwear,Eccentric Enterprises,717.9618141787757
2024-11-01,Earwear,Eccentric Enterprises,688.0027369983843
2024-12-01,Earwear,Eccentric Enterprises,729.9772687995062
2025-01-01,Earwear,Eccentric Enterprises,799.1920266890804
2025-02-01,Earwear,Eccentric Enterprises,689.4745408186495
2025-03-01,Earwear,Eccentric Enterprises,713.6139051463169
2025-04-01,Earwear,Eccentric Enterprises,738.5346059209668
2025-05-01,Earwear,Eccentric Enterprises,751.213940341102
2025-06-01,Earwear,Eccentric Enterprises,817.7069219906925
2025-07-01,Earwear,Eccentric Enterprises,801.717465773128
2025-08-01,Earwear,Eccentric Enterprises,792.1418922029883
2025-09-01,Earwear,Eccentric Enterprises,767.0117926755827
2025-10-01,Earwear,Eccentric Enterprises,761.5563328953804
2025-11-01,Earwear,Eccentric Enterprises,731.2272371359338
2025-12-01,Earwear,Eccentric Enterprises,752.9134234480246
2026-01-01,Earwear,Eccentric Enterprises,786.4034204953956
2026-02-01,Earwear,Eccentric Enterprises,779.1178597830697
2026-03-01,Earwear,Eccentric Enterprises,811.9601414057391
2026-01-01,Earwear,Edifier,6066.4723196086425
2026-02-01,Earwear,Edifier,6961.800000000001
2026-03-01,Earwear,Edifier,5687.616637781628
2020-01-01,Earwear,Fire - Boltt,1367.0792616033757
2020-02-01,Earwear,Fire - Boltt,1507.8793865030673
2020-05-01,Earwear,Fire - Boltt,1605.4663265032764
2020-06-01,Earwear,Fire - Boltt,2503.4252619843924
2020-07-01,Earwear,Fire - Boltt,1674.204390243903
2020-08-01,Earwear,Fire - Boltt,1222.2286314111082
2020-09-01,Earwear,Fire - Boltt,1906.630931994212
2020-10-01,Earwear,Fire - Boltt,1805.9375806451608
2020-12-01,Earwear,Fire - Boltt,1311.2072969374171
2021-02-01,Earwear,Fire - Boltt,1393.1800000000085
2021-03-01,Earwear,Fire - Boltt,1353.8184271099817
2021-04-01,Earwear,Fire - Boltt,1311.1799999999998
2021-05-01,Earwear,Fire - Boltt,1311.18
2021-06-01,Earwear,Fire - Boltt,1307.6420737647952
2021-07-01,Earwear,Fire - Boltt,1311.1799999999996
2021-09-01,Earwear,Fire - Boltt,1475.1799999999996
2022-06-01,Earwear,Fire - Boltt,917.6331190846756
2022-07-01,Earwear,Fire - Boltt,1639.1799999999998
2022-08-01,Earwear,Fire - Boltt,1078.554666157955
2022-09-01,Earwear,Fire - Boltt,1142.9637353324642
2022-10-01,Earwear,Fire - Boltt,1155.9625790541727
2022-11-01,Earwear,Fire - Boltt,983.18
2022-12-01,Earwear,Fire - Boltt,1734.4153528372874
2023-01-01,Earwear,Fire - Boltt,1916.9472262915667
2023-02-01,Earwear,Fire - Boltt,1016.5422526636228
2023-03-01,Earwear,Fire - Boltt,1040.2991944562805
2023-04-01,Earwear,Fire - Boltt,997.7611585482329
2023-05-01,Earwear,Fire - Boltt,891.9772468032135
2023-06-01,Earwear,Fire - Boltt,793.3269831791172
2023-07-01,Earwear,Fire - Boltt,655.1799999999996
2023-08-01,Earwear,Fire - Boltt,680.668926866224
2023-09-01,Earwear,Fire - Boltt,744.6266686234225
2023-10-01,Earwear,Fire - Boltt,707.4277353359627
2023-11-01,Earwear,Fire - Boltt,839.6198073463704
2023-12-01,Earwear,Fire - Boltt,903.5122077922078
2024-01-01,Earwear,Fire - Boltt,825.7690486315665
2024-02-01,Earwear,Fire - Boltt,778.7604364827123
2024-03-01,Earwear,Fire - Boltt,802.4484500049648
2024-04-01,Earwear,Fire - Boltt,847.3275336994507
2024-05-01,Earwear,Fire - Boltt,986.72450077884
2024-06-01,Earwear,Fire - Boltt,995.1316892438542
2024-07-01,Earwear,Fire - Boltt,808.6656639436168
2024-08-01,Earwear,Fire - Boltt,814.6012756940029
2024-09-01,Earwear,Fire - Boltt,1065.1799999999996
2025-01-01,Earwear,Fire - Boltt,1065.18
2025-02-01,Earwear,Fire - Boltt,1065.18
2025-11-01,Earwear,Fire - Boltt,655.1800000000001
2025-12-01,Earwear,Fire - Boltt,655.18
2026-01-01,Earwear,Fire - Boltt,655.18
2026-02-01,Earwear,Fire - Boltt,807.7015180176825
2026-03-01,Earwear,Fire - Boltt,781.4628400116114
