month,product_category,company,value_inr_m
2022-09-01,Earwear,Dizo Innovation Pvt. Ltd,79.337713
2022-10-01,Earwear,Dizo Innovation Pvt. Ltd,23.402695000000005
2022-11-01,Earwear,Dizo Innovation Pvt. Ltd,27.862524
2022-12-01,Earwear,Dizo Innovation Pvt. Ltd,44.628876000000005
2023-01-01,Earwear,Dizo Innovation Pvt. Ltd,33.021944999999995
2023-02-01,Earwear,Dizo Innovation Pvt. Ltd,20.99077
2023-10-01,Earwear,Dynamic Conglomerate,25.216860000000004
2023-11-01,Earwear,Dynamic Conglomerate,9.977013
2024-01-01,Earwear,Dynamic Conglomerate,8.700869999999998
2024-04-01,Earwear,Dynamic Conglomerate,49.575752
2024-07-01,Earwear,Dynamic Conglomerate,11.429569
2024-09-01,Earwear,Dynamic Conglomerate,21.69985
2024-10-01,Earwear,Dynamic Conglomerate,43.12151600000001
2024-11-01,Earwear,Dynamic Conglomerate,12.506328000000002
2024-12-01,Earwear,Dynamic Conglomerate,23.561337
2025-01-01,Earwear,Dynamic Conglomerate,13.914
2025-02-01,Earwear,Dynamic Conglomerate,15.381505999999998
2025-04-01,Earwear,Dynamic Conglomerate,5.08634
2025-05-01,Earwear,Dynamic Conglomerate,4.26284
2025-06-01,Earwear,Dynamic Conglomerate,3.6090870000000006
2025-07-01,Earwear,Dynamic Conglomerate,0.6826310000000002
2025-08-01,Earwear,Dynamic Conglomerate,9.282188
2025-09-01,Earwear,Dynamic Conglomerate,4.623221
2025-10-01,Earwear,Dynamic Conglomerate,9.166673
2025-11-01,Earwear,Dynamic Conglomerate,6.277487999999999
2025-12-01,Earwear,Dynamic Conglomerate,9.376795
2026-01-01,Earwear,Dynamic Conglomerate,0.0728459999999999
2026-02-01,Earwear,Dynamic Conglomerate,5.2746450000000005
2026-03-01,Earwear,Dynamic Conglomerate,10.440665
2020-01-01,Earwear,Eccentric Enterprises,3.026264
2020-02-01,Earwear,Eccentric Enterprises,1.97218
2020-03-01,Earwear,Eccentric Enterprises,0.3066879999999999
2020-05-01,Earwear,Eccentric Enterprises,2.025465
2020-06-01,Earwear,Eccentric Enterprises,5.643151
2020-07-01,Earwear,Eccentric Enterprises,18.234766
2020-08-01,Earwear,Eccentric Enterprises,16.306323
2020-09-01,Earwear,Eccentric Enterprises,20.560243
2020-10-01,Earwear,Eccentric Enterprises,26.417933
2020-11-01,Earwear,Eccentric Enterprises,17.149244
2020-12-01,Earwear,Eccentric Enterprises,14.298695
2021-01-01,Earwear,Eccentric Enterprises,16.97096
2021-02-01,Earwear,Eccentric Enterprises,16.010318
2021-03-01,Earwear,Eccentric Enterprises,17.350408
2021-04-01,Earwear,Eccentric Enterprises,43.76278
2021-05-01,Earwear,Eccentric Enterprises,43.281659
2021-06-01,Earwear,Eccentric Enterprises,58.191382
2021-07-01,Earwear,Eccentric Enterprises,71.589704
2021-08-01,Earwear,Eccentric Enterprises,159.048164
2021-09-01,Earwear,Eccentric Enterprises,128.777395
2021-10-01,Earwear,Eccentric Enterprises,69.567198
2021-11-01,Earwear,Eccentric Enterprises,42.30360400000001
2021-12-01,Earwear,Eccentric Enterprises,114.925357
2022-01-01,Earwear,Eccentric Enterprises,82.92109600000002
2022-02-01,Earwear,Eccentric Enterprises,72.20343
2022-03-01,Earwear,Eccentric Enterprises,26.822433
2022-04-01,Earwear,Eccentric Enterprises,101.41798800000002
2022-05-01,Earwear,Eccentric Enterprises,132.808996
2022-06-01,Earwear,Eccentric Enterprises,79.568411
2022-07-01,Earwear,Eccentric Enterprises,164.57019300000005
2022-08-01,Earwear,Eccentric Enterprises,196.545093
2022-09-01,Earwear,Eccentric Enterprises,230.42832
2022-10-01,Earwear,Eccentric Enterprises,79.683845
2022-11-01,Earwear,Eccentric Enterprises,53.030626000000005
2022-12-01,Earwear,Eccentric Enterprises,106.618182
2023-01-01,Earwear,Eccentric Enterprises,107.09082
2023-02-01,Earwear,Eccentric Enterprises,78.39372900000001
2023-03-01,Earwear,Eccentric Enterprises,110.825349
2023-04-01,Earwear,Eccentric Enterprises,118.209679
2023-05-01,Earwear,Eccentric Enterprises,86.57298600000001
2023-06-01,Earwear,Eccentric Enterprises,85.18447099999999
2023-07-01,Earwear,Eccentric Enterprises,80.48581800000002
2023-08-01,Earwear,Eccentric Enterprises,121.23687300000005
2023-09-01,Earwear,Eccentric Enterprises,162.11883600000004
2023-10-01,Earwear,Eccentric Enterprises,6.692774
2023-11-01,Earwear,Eccentric Enterprises,17.291666000000003
2023-12-01,Earwear,Eccentric Enterprises,67.03810299999999
2024-01-01,Earwear,Eccentric Enterprises,47.81076199999999
2024-02-01,Earwear,Eccentric Enterprises,78.700593
2024-03-01,Earwear,Eccentric Enterprises,56.798216
2024-04-01,Earwear,Eccentric Enterprises,65.803244
2024-05-01,Earwear,Eccentric Enterprises,64.773529
2024-06-01,Earwear,Eccentric Enterprises,89.000196
2024-07-01,Earwear,Eccentric Enterprises,86.60660999999998
2024-08-01,Earwear,Eccentric Enterprises,179.83569000000006
2024-09-01,Earwear,Eccentric Enterprises,34.003702000000004
2024-10-01,Earwear,Eccentric Enterprises,59.65212
2024-11-01,Earwear,Eccentric Enterprises,38.429148000000005
2024-12-01,Earwear,Eccentric Enterprises,69.23033199999999
2025-01-01,Earwear,Eccentric Enterprises,93.92358099999998
2025-02-01,Earwear,Eccentric Enterprises,55.400961
2025-03-01,Earwear,Eccentric Enterprises,70.71913799999997
2025-04-01,Earwear,Eccentric Enterprises,82.87078799999998
2025-05-01,Earwear,Eccentric Enterprises,107.859664
2025-06-01,Earwear,Eccentric Enterprises,81.21126100000001
2025-07-01,Earwear,Eccentric Enterprises,91.766341
2025-08-01,Earwear,Eccentric Enterprises,86.44296700000001
2025-09-01,Earwear,Eccentric Enterprises,97.849191
2025-10-01,Earwear,Eccentric Enterprises,96.841175
2025-11-01,Earwear,Eccentric Enterprises,75.073852
2025-12-01,Earwear,Eccentric Enterprises,80.697628
2026-01-01,Earwear,Eccentric Enterprises,77.89997199999999
2026-02-01,Earwear,Eccentric Enterprises,62.720888
2026-03-01,Earwear,Eccentric Enterprises,66.663908
2026-01-01,Earwear,Edifier,36.29526
2026-02-01,Earwear,Edifier,0.849
2026-03-01,Earwear,Edifier,4.00214
2020-01-01,Earwear,Fire - Boltt,12.643816
2020-02-01,Earwear,Fire - Boltt,8.99211
2020-05-01,Earwear,Fire - Boltt,14.619533000000011
2020-06-01,Earwear,Fire - Boltt,13.692515
2020-07-01,Earwear,Fire - Boltt,24.024833
2020-08-01,Earwear,Fire - Boltt,16.826511
2020-09-01,Earwear,Fire - Boltt,54.636602
2020-10-01,Earwear,Fire - Boltt,136.5465
2020-12-01,Earwear,Fire - Boltt,4.803496
2021-02-01,Earwear,Fire - Boltt,8.53067900000005
2021-03-01,Earwear,Fire - Boltt,20.657288000000108
2021-04-01,Earwear,Fire - Boltt,5.598099
2021-05-01,Earwear,Fire - Boltt,5.596499999999999
2021-06-01,Earwear,Fire - Boltt,18.332504000000103
2021-07-01,Earwear,Fire - Boltt,7.97901
2021-09-01,Earwear,Fire - Boltt,13.494299
2022-06-01,Earwear,Fire - Boltt,53.207054
2022-07-01,Earwear,Fire - Boltt,19.786102
2022-08-01,Earwear,Fire - Boltt,27.579432
2022-09-01,Earwear,Fire - Boltt,205.265136
2022-10-01,Earwear,Fire - Boltt,264.674549
2022-11-01,Earwear,Fire - Boltt,12.02597
2022-12-01,Earwear,Fire - Boltt,55.090954
2023-01-01,Earwear,Fire - Boltt,72.128646
2023-02-01,Earwear,Fire - Boltt,66.786826
2023-03-01,Earwear,Fire - Boltt,56.570709
2023-04-01,Earwear,Fire - Boltt,25.479413
2023-05-01,Earwear,Fire - Boltt,38.450746
2023-06-01,Earwear,Fire - Boltt,32.72667299999999
2023-07-01,Earwear,Fire - Boltt,31.949612999999985
2023-08-01,Earwear,Fire - Boltt,47.114741
2023-09-01,Earwear,Fire - Boltt,77.34582500000002
2023-10-01,Earwear,Fire - Boltt,95.808146
2023-11-01,Earwear,Fire - Boltt,17.645327
2023-12-01,Earwear,Fire - Boltt,62.783080000000005
2024-01-01,Earwear,Fire - Boltt,51.623657
2024-02-01,Earwear,Fire - Boltt,49.30408299999999
2024-03-01,Earwear,Fire - Boltt,49.277185
2024-04-01,Earwear,Fire - Boltt,41.39505
2024-05-01,Earwear,Fire - Boltt,39.397984
2024-06-01,Earwear,Fire - Boltt,58.50039399999999
2024-07-01,Earwear,Fire - Boltt,12.313413999999998
2024-08-01,Earwear,Fire - Boltt,9.375862
2024-09-01,Earwear,Fire - Boltt,5.195999999999998
2025-01-01,Earwear,Fire - Boltt,5.929935
2025-02-01,Earwear,Fire - Boltt,5.250558000000001
2025-11-01,Earwear,Fire - Boltt,39.936417000000006
2025-12-01,Earwear,Fire - Boltt,23.161412
2026-01-01,Earwear,Fire - Boltt,39.932422
2026-02-01,Earwear,Fire - Boltt,92.581309
2026-03-01,Earwear,Fire - Boltt,95.205999
2026-01-01,Earwear,Flipkart,0.121756
2026-02-01,Earwear,Flipkart,0.0699
2026-03-01,Earwear,Flipkart,6.073611
2023-09-01,Earwear,GIP Development SARL,60.16233999999999
2023-10-01,Earwear,GIP Development SARL,28.899785
2023-11-01,Earwear,GIP Development SARL,35.109685
2023-12-01,Earwear,GIP Development SARL,11.732112
2024-01-01,Earwear,GIP Development SARL,22.752983
2024-02-01,Earwear,GIP Development SARL,8.45871
2024-03-01,Earwear,GIP Development SARL,18.698492
2024-04-01,Earwear,GIP Development SARL,26.61155
2024-05-01,Earwear,GIP Development SARL,10.857373
2024-06-01,Earwear,GIP Development SARL,7.722394000000001
2024-08-01,Earwear,GIP Development SARL,11.115068
2024-09-01,Earwear,GIP Development SARL,44.575047
2024-10-01,Earwear,GIP Development SARL,35.738298
2024-11-01,Earwear,GIP Development SARL,7.128473999999999
2024-12-01,Earwear,GIP Development SARL,24.468257
2025-01-01,Earwear,GIP Development SARL,7.496307000000001
2025-02-01,Earwear,GIP Development SARL,19.1319
2025-03-01,Earwear,GIP Development SARL,3.2218240000000007
2025-04-01,Earwear,GIP Development SARL,2.7775
2025-05-01,Earwear,GIP Development SARL,4.119205000000001
2025-06-01,Earwear,GIP Development SARL,6.920689
2025-07-01,Earwear,GIP Development SARL,4.519564
2025-08-01,Earwear,GIP Development SARL,4.721265
2025-09-01,Earwear,GIP Development SARL,17.354412
2025-10-01,Earwear,GIP Development SARL,5.236372
2025-11-01,Earwear,GIP Development SARL,10.31191
2025-12-01,Earwear,GIP Development SARL,36.991244
2026-01-01,Earwear,GIP Development SARL,31.881449
2026-02-01,Earwear,GIP Development SARL,36.380694000000005
2026-03-01,Earwear,GIP Development SARL,48.31974099999999
2020-01-01,Earwear,GN Group,41.325417
2020-02-01,Earwear,GN Group,12.874263
2020-03-01,Earwear,GN Group,49.528965
2020-06-01,Earwear,GN Group,48.122130000000006
