metric,product_category,company,month,value,is_boat
asp_inr,Earwear,Bang and Olufsen,2025-11-01,55171.779473684204,False
asp_inr,Earwear,Bang and Olufsen,2025-12-01,102324.65666666666,False
asp_inr,Earwear,Bang and Olufsen,2026-01-01,57533.642553191494,False
asp_inr,Earwear,Bang and Olufsen,2026-02-01,96536.3204,False
asp_inr,Earwear,Bang and Olufsen,2026-03-01,77971.56208333334,False
asp_inr,Earwear,BeatXP,2023-08-01,0.0,False
asp_inr,Earwear,BeatXP,2023-09-01,716.7870281124499,False
asp_inr,Earwear,BeatXP,2023-10-01,819.1799999999998,False
asp_inr,Earwear,BeatXP,2023-12-01,786.053718581517,False
asp_inr,Earwear,BeatXP,2024-01-01,774.8078106508874,False
asp_inr,Earwear,BeatXP,2024-02-01,812.9588634240965,False
asp_inr,Earwear,BeatXP,2024-03-01,817.3353526531691,False
asp_inr,Earwear,BeatXP,2024-04-01,719.4366967290348,False
asp_inr,Earwear,BeatXP,2024-05-01,728.6987022112006,False
asp_inr,Earwear,BeatXP,2024-06-01,699.7406907059419,False
asp_inr,Earwear,BeatXP,2024-07-01,748.7535266069045,False
asp_inr,Earwear,BeatXP,2024-08-01,703.4013991769546,False
asp_inr,Earwear,BeatXP,2024-09-01,692.2110670868977,False
asp_inr,Earwear,BeatXP,2024-10-01,322.5384641638225,False
asp_inr,Earwear,BeatXP,2024-11-01,737.1799999999998,False
asp_inr,Earwear,BeatXP,2025-04-01,574.0000000000001,False
asp_inr,Earwear,Bose,2020-03-01,16050.017091748412,False
asp_inr,Earwear,Bose,2020-05-01,24077.660000000047,False
asp_inr,Earwear,Bose,2020-07-01,24077.659999999996,False
asp_inr,Earwear,Bose,2020-08-01,24077.660000000025,False
asp_inr,Earwear,Bose,2020-09-01,22500.880554156185,False
asp_inr,Earwear,Bose,2020-10-01,16206.776806722688,False
asp_inr,Earwear,Bose,2020-11-01,18636.730219228415,False
asp_inr,Earwear,Bose,2020-12-01,17233.62563420427,False
asp_inr,Earwear,Bose,2021-05-01,22006.400377595965,False
asp_inr,Earwear,Bose,2021-06-01,19092.976470588233,False
asp_inr,Earwear,Bose,2021-07-01,21096.261144321095,False
asp_inr,Earwear,Bose,2021-08-01,17953.760560160044,False
asp_inr,Earwear,Bose,2021-09-01,18508.541978167385,False
asp_inr,Earwear,Bose,2021-10-01,17364.869821119446,False
asp_inr,Earwear,Bose,2021-11-01,20556.2255584663,False
asp_inr,Earwear,Bose,2021-12-01,23215.33779904306,False
asp_inr,Earwear,Bose,2022-01-01,16802.966373959123,False
asp_inr,Earwear,Bose,2022-02-01,16507.83748535997,False
asp_inr,Earwear,Bose,2022-03-01,16602.72894174122,False
asp_inr,Earwear,Bose,2022-04-01,14751.799999999997,False
asp_inr,Earwear,Bose,2022-05-01,18777.999999999996,False
asp_inr,Earwear,Bose,2022-07-01,18363.875348837206,False
asp_inr,Earwear,Bose,2022-08-01,16052.892376237622,False
asp_inr,Earwear,Bose,2022-09-01,23185.23458937198,False
asp_inr,Earwear,Bose,2022-10-01,13723.270198675496,False
asp_inr,Earwear,Bose,2022-11-01,14344.513235294115,False
asp_inr,Earwear,Bose,2022-12-01,14998.27949152542,False
asp_inr,Earwear,Bose,2023-01-01,21238.0,False
asp_inr,Earwear,Bose,2023-02-01,19597.18,False
asp_inr,Earwear,Bose,2023-03-01,22049.169306220094,False
asp_inr,Earwear,Bose,2023-04-01,21237.999999999993,False
asp_inr,Earwear,Bose,2023-05-01,21290.229299363054,False
asp_inr,Earwear,Bose,2023-06-01,20520.664716157204,False
asp_inr,Earwear,Bose,2023-07-01,20709.40011221407,False
asp_inr,Earwear,Bose,2023-08-01,21904.894285714287,False
asp_inr,Earwear,Bose,2023-09-01,17887.15374897457,False
asp_inr,Earwear,Bose,2023-10-01,18583.65561790247,False
asp_inr,Earwear,Bose,2023-11-01,16488.229773755655,False
asp_inr,Earwear,Bose,2023-12-01,17322.003587887557,False
asp_inr,Earwear,Bose,2024-01-01,18687.756337951643,False
asp_inr,Earwear,Bose,2024-02-01,18494.47109318738,False
asp_inr,Earwear,Bose,2024-03-01,18889.887051282047,False
asp_inr,Earwear,Bose,2024-04-01,20781.246647509575,False
asp_inr,Earwear,Bose,2024-05-01,19401.571712062254,False
asp_inr,Earwear,Bose,2024-06-01,19734.73936170213,False
asp_inr,Earwear,Bose,2024-07-01,21112.43571320297,False
asp_inr,Earwear,Bose,2024-08-01,18872.159811352536,False
asp_inr,Earwear,Bose,2024-09-01,18455.488706134474,False
asp_inr,Earwear,Bose,2024-10-01,18701.152594156392,False
asp_inr,Earwear,Bose,2024-11-01,18066.181936062145,False
asp_inr,Earwear,Bose,2024-12-01,18755.527988017973,False
asp_inr,Earwear,Bose,2025-01-01,16313.17809925775,False
asp_inr,Earwear,Bose,2025-02-01,17790.123893758297,False
asp_inr,Earwear,Bose,2025-03-01,18671.64991647034,False
asp_inr,Earwear,Bose,2025-04-01,17847.099361702127,False
asp_inr,Earwear,Bose,2025-05-01,20557.554250530786,False
asp_inr,Earwear,Bose,2025-06-01,16927.244397463,False
asp_inr,Earwear,Bose,2025-07-01,18545.50226691042,False
asp_inr,Earwear,Bose,2025-08-01,18700.412579008975,False
asp_inr,Earwear,Bose,2025-09-01,19310.710483754512,False
asp_inr,Earwear,Bose,2025-10-01,19847.3067238422,False
asp_inr,Earwear,Bose,2025-11-01,19786.65572375691,False
asp_inr,Earwear,Bose,2025-12-01,22021.614210777305,False
asp_inr,Earwear,Bose,2026-01-01,22108.449702517162,False
asp_inr,Earwear,Bose,2026-02-01,19728.96346153846,False
asp_inr,Earwear,Bose,2026-03-01,20599.021272462363,False
asp_inr,Earwear,Brandscale,2022-12-01,978.9401139190488,False
asp_inr,Earwear,Brandscale,2023-01-01,1072.9001131782775,False
asp_inr,Earwear,Brandscale,2023-02-01,971.864752881422,False
asp_inr,Earwear,Brandscale,2023-03-01,1229.1800000000003,False
asp_inr,Earwear,Brandscale,2023-04-01,1435.0871708739814,False
asp_inr,Earwear,Brandscale,2023-05-01,1029.725510788029,False
asp_inr,Earwear,Brandscale,2023-06-01,1021.1021609191969,False
asp_inr,Earwear,Brandscale,2023-07-01,893.1074700953784,False
asp_inr,Earwear,Brandscale,2023-08-01,902.6626161369192,False
asp_inr,Earwear,Brandscale,2023-09-01,114.17283383908045,False
asp_inr,Earwear,Brandscale,2023-11-01,957.8970435741865,False
asp_inr,Earwear,Brandscale,2023-12-01,819.1799999999998,False
asp_inr,Earwear,Brandscale,2024-01-01,819.1799999999998,False
asp_inr,Earwear,Brandscale,2024-02-01,1065.18,False
asp_inr,Earwear,Brandscale,2024-06-01,744.3314102785947,False
asp_inr,Earwear,Coolpad,2021-01-01,983.1800000000001,False
asp_inr,Earwear,Crossbeats,2020-01-01,3826.3023741247084,False
asp_inr,Earwear,Crossbeats,2020-06-01,2965.891717051966,False
asp_inr,Earwear,Crossbeats,2020-07-01,2904.585872193437,False
asp_inr,Earwear,Crossbeats,2020-08-01,2705.1800000000003,False
asp_inr,Earwear,Crossbeats,2020-10-01,2786.918332668528,False
asp_inr,Earwear,Crossbeats,2020-11-01,2705.1800000000003,False
asp_inr,Earwear,Crossbeats,2020-12-01,3197.1799999999994,False
asp_inr,Earwear,Crossbeats,2021-02-01,2459.18,False
asp_inr,Earwear,Crossbeats,2021-03-01,3279.18,False
asp_inr,Earwear,Crossbeats,2021-07-01,1475.1799999999998,False
asp_inr,Earwear,Crossbeats,2021-09-01,3443.5081640820413,False
asp_inr,Earwear,Crossbeats,2021-10-01,3657.201244309559,False
asp_inr,Earwear,Crossbeats,2021-11-01,3169.533970390309,False
asp_inr,Earwear,Crossbeats,2021-12-01,3152.276556380824,False
asp_inr,Earwear,Crossbeats,2022-04-01,2926.6771664090675,False
asp_inr,Earwear,Crossbeats,2022-06-01,3164.3799999999997,False
asp_inr,Earwear,Crossbeats,2022-07-01,1463.1516486902926,False
asp_inr,Earwear,Crossbeats,2022-08-01,1393.1799999999998,False
asp_inr,Earwear,Crossbeats,2022-10-01,1796.5392151951578,False
asp_inr,Earwear,Crossbeats,2022-11-01,1639.1799999999998,False
asp_inr,Earwear,Crossbeats,2022-12-01,1407.8062144821263,False
asp_inr,Earwear,Crossbeats,2023-01-01,1730.5709659485753,False
asp_inr,Earwear,Crossbeats,2023-02-01,1968.8859411882377,False
asp_inr,Earwear,Crossbeats,2023-03-01,1612.0345586107087,False
asp_inr,Earwear,Crossbeats,2023-04-01,1911.4690799108562,False
asp_inr,Earwear,Crossbeats,2023-05-01,1409.58,False
asp_inr,Earwear,Crossbeats,2023-06-01,0.0,False
asp_inr,Earwear,Crossbeats,2023-07-01,1557.1799999999998,False
asp_inr,Earwear,Crossbeats,2023-08-01,1758.609698285218,False
asp_inr,Earwear,Crossbeats,2023-09-01,1129.2887606600952,False
asp_inr,Earwear,Crossbeats,2023-10-01,1311.1799999999998,False
asp_inr,Earwear,Crossbeats,2023-11-01,2869.18,False
asp_inr,Earwear,Crossbeats,2024-01-01,1382.6827829313543,False
asp_inr,Earwear,Crossbeats,2024-02-01,1826.3020930232556,False
asp_inr,Earwear,Crossbeats,2024-03-01,819.1800000000001,False
asp_inr,Earwear,Crossbeats,2024-04-01,1475.1799999999996,False
asp_inr,Earwear,Crossbeats,2024-05-01,1474.688982035928,False
asp_inr,Earwear,Crossbeats,2024-06-01,1147.18,False
asp_inr,Earwear,Crossbeats,2024-07-01,2049.794692653673,False
asp_inr,Earwear,Crossbeats,2024-08-01,2869.179999999999,False
asp_inr,Earwear,Crossbeats,2024-09-01,2869.18,False
asp_inr,Earwear,Crossbeats,2024-12-01,2184.757689243028,False
asp_inr,Earwear,Crossbeats,2025-01-01,2272.0148875479977,False
asp_inr,Earwear,Crossbeats,2025-03-01,3279.179999999999,False
asp_inr,Earwear,Crossbeats,2025-04-01,1716.2207890017933,False
asp_inr,Earwear,Crossbeats,2025-05-01,2455.9,False
asp_inr,Earwear,Crossbeats,2025-07-01,1885.1799999999994,False
asp_inr,Earwear,Crossbeats,2025-08-01,2377.1799999999994,False
asp_inr,Earwear,Crossbeats,2025-09-01,1477.8418085458763,False
asp_inr,Earwear,Crossbeats,2025-10-01,2032.7799999999995,False
asp_inr,Earwear,Crossbeats,2025-12-01,4099.179999999999,False
asp_inr,Earwear,Crossbeats,2026-02-01,1885.1799999999998,False
asp_inr,Earwear,Crossbeats,2026-03-01,2016.174298745724,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2021-07-01,1273.6904426577948,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2021-08-01,1269.2434032634033,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2021-09-01,1497.9269592177438,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2021-10-01,1424.0762623641965,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2021-11-01,1524.570963169219,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2021-12-01,1451.4823427347123,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-01-01,1474.4766254044894,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-02-01,1285.5904181799315,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-03-01,1278.1600550206329,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-04-01,1415.9744005838254,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-05-01,1403.4406223261497,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-06-01,1391.0902698481202,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-07-01,1214.3612912075755,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-08-01,1278.750422268031,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-09-01,1106.6549519451576,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-10-01,1341.5036630548761,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-11-01,1403.7398427131973,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2022-12-01,1428.1797658445212,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2023-01-01,1216.715115704336,False
asp_inr,Earwear,Dizo Innovation Pvt. Ltd,2023-02-01,1209.5875895994377,False
asp_inr,Earwear,Dynamic Conglomerate,2023-10-01,522.7524042420462,False
asp_inr,Earwear,Dynamic Conglomerate,2023-11-01,819.1800000000001,False
asp_inr,Earwear,Dynamic Conglomerate,2024-01-01,713.4,False
asp_inr,Earwear,Dynamic Conglomerate,2024-04-01,828.2827351263243,False
asp_inr,Earwear,Dynamic Conglomerate,2024-07-01,784.8795394020601,False
asp_inr,Earwear,Dynamic Conglomerate,2024-09-01,1174.5133333333335,False
asp_inr,Earwear,Dynamic Conglomerate,2024-10-01,856.4975079934117,False
asp_inr,Earwear,Dynamic Conglomerate,2024-11-01,778.5597449134528,False
asp_inr,Earwear,Dynamic Conglomerate,2024-12-01,1379.9226012427685,False
asp_inr,Earwear,Dynamic Conglomerate,2025-01-01,950.7900000000002,False
asp_inr,Earwear,Dynamic Conglomerate,2025-02-01,727.4676963894335,False
asp_inr,Earwear,Dynamic Conglomerate,2025-04-01,1348.8999999999999,False
asp_inr,Earwear,Dynamic Conglomerate,2025-05-01,1106.1799999999998,False
asp_inr,Earwear,Dynamic Conglomerate,2025-06-01,953.1244251207729,False
asp_inr,Earwear,Dynamic Conglomerate,2025-07-01,990.7210973451328,False
asp_inr,Earwear,Dynamic Conglomerate,2025-08-01,1085.4811979463777,False
asp_inr,Earwear,Dynamic Conglomerate,2025-09-01,633.7079013062408,False
asp_inr,Earwear,Dynamic Conglomerate,2025-10-01,814.6387623279506,False
asp_inr,Earwear,Dynamic Conglomerate,2025-11-01,2049.18,False
asp_inr,Earwear,Dynamic Conglomerate,2025-12-01,936.4233223724272,False
asp_inr,Earwear,Dynamic Conglomerate,2026-01-01,1106.1799999999998,False
asp_inr,Earwear,Dynamic Conglomerate,2026-02-01,1061.4009570552146,False
asp_inr,Earwear,Dynamic Conglomerate,2026-03-01,1615.653010001887,False
asp_inr,Earwear,Eccentric Enterprises,2020-01-01,599.9846421663442,False
asp_inr,Earwear,Eccentric Enterprises,2020-02-01,617.2471755725192,False
asp_inr,Earwear,Eccentric Enterprises,2020-03-01,491.17999999999995,False
asp_inr,Earwear,Eccentric Enterprises,2020-05-01,655.18,False
asp_inr,Earwear,Eccentric Enterprises,2020-06-01,621.2087286884145,False
asp_inr,Earwear,Eccentric Enterprises,2020-07-01,691.1578127022278,False
asp_inr,Earwear,Eccentric Enterprises,2020-08-01,723.6664426043188,False
asp_inr,Earwear,Eccentric Enterprises,2020-09-01,703.7945840116885,False
asp_inr,Earwear,Eccentric Enterprises,2020-10-01,713.5748422162197,False
asp_inr,Earwear,Eccentric Enterprises,2020-11-01,746.6089769046985,False
asp_inr,Earwear,Eccentric Enterprises,2020-12-01,719.4974165439371,False
asp_inr,Earwear,Eccentric Enterprises,2021-01-01,754.5920832881466,False
asp_inr,Earwear,Eccentric Enterprises,2021-02-01,727.7820699595321,False
asp_inr,Earwear,Eccentric Enterprises,2021-03-01,706.4919336577614,False
asp_inr,Earwear,Eccentric Enterprises,2021-04-01,897.8552742193754,False
asp_inr,Earwear,Eccentric Enterprises,2021-05-01,973.3951449493978,False
asp_inr,Earwear,Eccentric Enterprises,2021-06-01,954.2241579010516,False
asp_inr,Earwear,Eccentric Enterprises,2021-07-01,1042.358700237935,False
