metric,product_category,month,value
asp_inr,Glasses,2022-07-01,16317.999999999996
asp_inr,Glasses,2022-08-01,8679.37041800643
asp_inr,Glasses,2022-09-01,9579.9877394636
asp_inr,Glasses,2022-10-01,9301.095999999998
asp_inr,Glasses,2022-11-01,17958.0
asp_inr,Glasses,2023-01-01,8191.8
asp_inr,Glasses,2023-02-01,8191.799999999999
asp_inr,Glasses,2023-03-01,8191.800000000001
asp_inr,Glasses,2023-04-01,8191.799999999999
asp_inr,Glasses,2023-06-01,18941.681111111113
asp_inr,Glasses,2023-07-01,12987.979999999998
asp_inr,Glasses,2023-09-01,6722.66272754581
asp_inr,Glasses,2023-10-01,9839.999999999998
asp_inr,Glasses,2023-11-01,3902.818145323163
asp_inr,Glasses,2023-12-01,9839.999999999998
asp_inr,Glasses,2024-01-01,12300.0
asp_inr,Glasses,2024-02-01,3135.9761005118658
asp_inr,Glasses,2024-03-01,1158.6219479857214
asp_inr,Glasses,2024-04-01,3172.758473286113
asp_inr,Glasses,2024-05-01,3774.996584699453
asp_inr,Glasses,2024-06-01,3701.839079229121
asp_inr,Glasses,2024-07-01,3937.920944309927
asp_inr,Glasses,2024-08-01,2682.1957509727627
asp_inr,Glasses,2024-09-01,4637.567476635514
asp_inr,Glasses,2024-10-01,3853.8247030878865
asp_inr,Glasses,2024-11-01,3736.4756225425954
asp_inr,Glasses,2024-12-01,3908.1014523809527
asp_inr,Glasses,2025-01-01,265.49705635770846
asp_inr,Glasses,2025-02-01,2990.4925832809563
asp_inr,Glasses,2025-03-01,2065.9445326667137
asp_inr,Glasses,2025-04-01,2206.0038901778807
asp_inr,Glasses,2025-05-01,20621.514493661216
asp_inr,Glasses,2025-06-01,8692.747088394746
asp_inr,Glasses,2025-07-01,7742.9179275534425
asp_inr,Glasses,2025-08-01,3465.774605837292
asp_inr,Glasses,2025-09-01,3722.3595568585433
asp_inr,Glasses,2025-10-01,14383.430692846638
asp_inr,Glasses,2025-11-01,13705.962104910846
asp_inr,Glasses,2025-12-01,14023.952242575493
asp_inr,Glasses,2026-01-01,20996.450249681526
asp_inr,Glasses,2026-02-01,15162.691021736407
asp_inr,Glasses,2026-03-01,16642.21455170528
asp_inr,Other,2023-09-01,8396.8
asp_inr,Other,2024-07-01,10025.41111111111
asp_inr,Other,2025-01-01,6812.638095238095
asp_inr,Other,2025-03-01,6500.035039999999
asp_inr,Other,2025-04-01,4345.179999999999
asp_inr,Other,2025-07-01,7379.1799999999985
asp_inr,Other,2025-09-01,7379.179999999999
asp_inr,Other,2026-01-01,6641.18
asp_inr,Other,2026-03-01,6022.9
asp_inr,Rings,2023-09-01,15834.11072244037
asp_inr,Rings,2023-10-01,12270.346521219742
asp_inr,Rings,2023-11-01,12696.61819326471
asp_inr,Rings,2023-12-01,12633.159954788707
asp_inr,Rings,2024-01-01,13172.02425988758
asp_inr,Rings,2024-02-01,13454.702378434038
asp_inr,Rings,2024-03-01,16233.652701087653
asp_inr,Rings,2024-04-01,16611.508239945462
asp_inr,Rings,2024-05-01,16579.064741526752
asp_inr,Rings,2024-06-01,18168.243661690638
asp_inr,Rings,2024-07-01,12032.833359001772
asp_inr,Rings,2024-08-01,15006.760404783807
asp_inr,Rings,2024-09-01,13934.347748724673
asp_inr,Rings,2024-10-01,14030.511695197249
asp_inr,Rings,2024-11-01,14793.908633323641
asp_inr,Rings,2024-12-01,13290.881921569635
asp_inr,Rings,2025-01-01,15816.437894736842
asp_inr,Rings,2025-02-01,16257.636936959674
asp_inr,Rings,2025-03-01,17174.853925485662
asp_inr,Rings,2025-04-01,17078.149821163403
asp_inr,Rings,2025-05-01,15512.105251112522
asp_inr,Rings,2025-06-01,12289.820784391013
asp_inr,Rings,2025-07-01,15355.718985716156
asp_inr,Rings,2025-08-01,9335.895950283348
asp_inr,Rings,2025-09-01,12399.389019294742
asp_inr,Rings,2025-10-01,10230.740817155662
asp_inr,Rings,2025-11-01,10656.91250909091
asp_inr,Rings,2025-12-01,14171.1156129842
asp_inr,Rings,2026-01-01,14658.6933141054
asp_inr,Rings,2026-02-01,10624.418717635419
asp_inr,Rings,2026-03-01,12255.070345416818
asp_inr,Smartwatch,2020-01-01,10841.909576301241
asp_inr,Smartwatch,2020-02-01,14410.404546013213
asp_inr,Smartwatch,2020-03-01,15262.994865049475
asp_inr,Smartwatch,2020-05-01,7072.598246390012
asp_inr,Smartwatch,2020-06-01,6612.891601453044
asp_inr,Smartwatch,2020-07-01,6556.587452083121
asp_inr,Smartwatch,2020-08-01,8082.033671206249
asp_inr,Smartwatch,2020-09-01,9470.383101420075
asp_inr,Smartwatch,2020-10-01,10300.125349012347
asp_inr,Smartwatch,2020-11-01,10411.533654364383
asp_inr,Smartwatch,2020-12-01,7113.223446510716
asp_inr,Smartwatch,2021-01-01,6931.063460605283
asp_inr,Smartwatch,2021-02-01,5961.169856247538
asp_inr,Smartwatch,2021-03-01,5813.231306712448
asp_inr,Smartwatch,2021-04-01,4452.900286143127
asp_inr,Smartwatch,2021-05-01,5742.020355715943
asp_inr,Smartwatch,2021-06-01,4254.872592272885
asp_inr,Smartwatch,2021-07-01,4374.755889595849
asp_inr,Smartwatch,2021-08-01,4310.424502261112
asp_inr,Smartwatch,2021-09-01,4533.343569333466
asp_inr,Smartwatch,2021-10-01,3751.286197363583
asp_inr,Smartwatch,2021-11-01,4435.452025197507
asp_inr,Smartwatch,2021-12-01,4300.647660303533
asp_inr,Smartwatch,2022-01-01,3455.5909012204615
asp_inr,Smartwatch,2022-02-01,3843.7107279879892
asp_inr,Smartwatch,2022-03-01,4055.919754271691
asp_inr,Smartwatch,2022-04-01,4264.111275891521
asp_inr,Smartwatch,2022-05-01,3408.4244398782434
asp_inr,Smartwatch,2022-06-01,3324.442091176325
asp_inr,Smartwatch,2022-07-01,3315.9297300760854
asp_inr,Smartwatch,2022-08-01,3095.8002669326715
asp_inr,Smartwatch,2022-09-01,3407.8031935964395
asp_inr,Smartwatch,2022-10-01,3571.86598374311
asp_inr,Smartwatch,2022-11-01,3181.557597678117
asp_inr,Smartwatch,2022-12-01,2570.917503641546
asp_inr,Smartwatch,2023-01-01,2532.8271796956733
asp_inr,Smartwatch,2023-02-01,2574.6218548642587
asp_inr,Smartwatch,2023-03-01,2207.0977841242475
asp_inr,Smartwatch,2023-04-01,2103.1749388356598
asp_inr,Smartwatch,2023-05-01,2115.3871707635226
asp_inr,Smartwatch,2023-06-01,2104.7903105222176
asp_inr,Smartwatch,2023-07-01,2144.603850483331
asp_inr,Smartwatch,2023-08-01,1831.879006022851
asp_inr,Smartwatch,2023-09-01,2311.095368181061
asp_inr,Smartwatch,2023-10-01,2234.7327300348206
asp_inr,Smartwatch,2023-11-01,1936.4969608952447
asp_inr,Smartwatch,2023-12-01,1388.849158040191
asp_inr,Smartwatch,2024-01-01,1677.498758139193
asp_inr,Smartwatch,2024-02-01,1688.5242473759515
asp_inr,Smartwatch,2024-03-01,1824.7433323905864
asp_inr,Smartwatch,2024-04-01,1649.3102736604383
asp_inr,Smartwatch,2024-05-01,1714.7324133847696
asp_inr,Smartwatch,2024-06-01,1844.3949139506644
asp_inr,Smartwatch,2024-07-01,1824.0273006565199
asp_inr,Smartwatch,2024-08-01,2287.5305355158234
asp_inr,Smartwatch,2024-09-01,2380.681078323788
asp_inr,Smartwatch,2024-10-01,2632.655255718818
asp_inr,Smartwatch,2024-11-01,1887.6780649185387
asp_inr,Smartwatch,2024-12-01,2414.2935761232616
asp_inr,Smartwatch,2025-01-01,2326.5509385940754
asp_inr,Smartwatch,2025-02-01,1706.8435295324348
asp_inr,Smartwatch,2025-03-01,2393.939210643454
asp_inr,Smartwatch,2025-04-01,1978.8993174168684
asp_inr,Smartwatch,2025-05-01,1824.12866940081
asp_inr,Smartwatch,2025-06-01,1799.2019735860015
asp_inr,Smartwatch,2025-07-01,2092.2882668507605
asp_inr,Smartwatch,2025-08-01,2349.213301769227
asp_inr,Smartwatch,2025-09-01,3357.657962449478
asp_inr,Smartwatch,2025-10-01,2628.5822038989354
asp_inr,Smartwatch,2025-11-01,2334.40734925085
asp_inr,Smartwatch,2025-12-01,2786.674347415783
asp_inr,Smartwatch,2026-01-01,1795.6535071108872
asp_inr,Smartwatch,2026-02-01,1858.1741242008627
asp_inr,Smartwatch,2026-03-01,1726.6410585148892
asp_inr,Wrist Band,2020-01-01,1605.332567757205
asp_inr,Wrist Band,2020-02-01,1809.1336476157253
asp_inr,Wrist Band,2020-03-01,1790.1254524607507
asp_inr,Wrist Band,2020-05-01,1726.1878835777181
asp_inr,Wrist Band,2020-06-01,1562.0131924696097
asp_inr,Wrist Band,2020-07-01,1945.1539307677647
asp_inr,Wrist Band,2020-08-01,1663.7891970577502
asp_inr,Wrist Band,2020-09-01,1715.0094798514622
asp_inr,Wrist Band,2020-10-01,1888.3137572456862
asp_inr,Wrist Band,2020-11-01,1987.6626563275254
asp_inr,Wrist Band,2020-12-01,2004.1909213949139
asp_inr,Wrist Band,2021-01-01,1968.6731542161283
asp_inr,Wrist Band,2021-02-01,2106.7327602970963
asp_inr,Wrist Band,2021-03-01,2029.494213278639
asp_inr,Wrist Band,2021-04-01,1900.643845300943
asp_inr,Wrist Band,2021-05-01,1986.1405972035705
asp_inr,Wrist Band,2021-06-01,1901.0554465681319
asp_inr,Wrist Band,2021-07-01,2115.7048598505944
asp_inr,Wrist Band,2021-08-01,2302.3793931677274
asp_inr,Wrist Band,2021-09-01,2610.6051081257606
asp_inr,Wrist Band,2021-10-01,2298.7059388936655
asp_inr,Wrist Band,2021-11-01,2450.3186069925864
asp_inr,Wrist Band,2021-12-01,3243.458738868502
asp_inr,Wrist Band,2022-01-01,2175.4591863483747
asp_inr,Wrist Band,2022-02-01,2596.610238701838
asp_inr,Wrist Band,2022-03-01,2491.6627717261003
asp_inr,Wrist Band,2022-04-01,2518.397228443263
asp_inr,Wrist Band,2022-05-01,2053.490261009041
asp_inr,Wrist Band,2022-06-01,2745.1634988713313
asp_inr,Wrist Band,2022-07-01,3371.5971819952483
asp_inr,Wrist Band,2022-08-01,2064.07902502157
asp_inr,Wrist Band,2022-09-01,2371.468493916677
asp_inr,Wrist Band,2022-10-01,3300.0113912526035
asp_inr,Wrist Band,2022-11-01,2030.7736108146564
asp_inr,Wrist Band,2022-12-01,4419.984131589947
asp_inr,Wrist Band,2023-01-01,2280.516420883902
asp_inr,Wrist Band,2023-02-01,1919.6833850830533
asp_inr,Wrist Band,2023-03-01,2028.9652406417117
asp_inr,Wrist Band,2023-04-01,1924.9907623656668
asp_inr,Wrist Band,2023-05-01,2245.585575293796
asp_inr,Wrist Band,2023-06-01,2771.0590170132327
asp_inr,Wrist Band,2023-07-01,1423.2742875757197
asp_inr,Wrist Band,2023-08-01,1667.1550413128953
asp_inr,Wrist Band,2023-09-01,1545.4765082861338
asp_inr,Wrist Band,2023-10-01,2502.947458585858
asp_inr,Wrist Band,2023-11-01,3488.2765768500944
asp_inr,Wrist Band,2023-12-01,5639.090479573712
asp_inr,Wrist Band,2024-01-01,6972.608089151097
asp_inr,Wrist Band,2024-02-01,4269.805124206709
asp_inr,Wrist Band,2024-03-01,4337.934599749543
asp_inr,Wrist Band,2024-04-01,4263.093207888547
asp_inr,Wrist Band,2024-05-01,5080.321084355149
asp_inr,Wrist Band,2024-06-01,5352.7649983181955
asp_inr,Wrist Band,2024-07-01,6934.544619242065
asp_inr,Wrist Band,2024-08-01,5130.5420616966585
asp_inr,Wrist Band,2024-09-01,6526.876409099454
asp_inr,Wrist Band,2024-10-01,4103.512801669741
asp_inr,Wrist Band,2024-11-01,9192.21363031915
asp_inr,Wrist Band,2024-12-01,8882.933400904978
asp_inr,Wrist Band,2025-01-01,3903.198934471877
asp_inr,Wrist Band,2025-02-01,4298.045112572225
asp_inr,Wrist Band,2025-03-01,13112.480109095868
asp_inr,Wrist Band,2025-04-01,4871.017131585056
asp_inr,Wrist Band,2025-05-01,4088.3486221504945
asp_inr,Wrist Band,2025-06-01,4494.842186075553
asp_inr,Wrist Band,2025-07-01,4681.063390748521
asp_inr,Wrist Band,2025-08-01,6209.605395663707
asp_inr,Wrist Band,2025-09-01,5172.31248783403
asp_inr,Wrist Band,2025-10-01,4175.867844270656
asp_inr,Wrist Band,2025-11-01,4781.736452693006
asp_inr,Wrist Band,2025-12-01,3429.319365539561
asp_inr,Wrist Band,2026-01-01,4955.200891713878
asp_inr,Wrist Band,2026-02-01,3555.4431898123635
asp_inr,Wrist Band,2026-03-01,4098.120294389033
asp_usd,Earwear,2020-01-01,29.70397069478541
asp_usd,Earwear,2020-02-01,45.61102626701424
asp_usd,Earwear,2020-03-01,39.13138351959928
asp_usd,Earwear,2020-05-01,32.13308887645066
asp_usd,Earwear,2020-06-01,26.850151532479817
asp_usd,Earwear,2020-07-01,29.432758723764046
asp_usd,Earwear,2020-08-01,32.83794456148806
asp_usd,Earwear,2020-09-01,34.285940603521034
asp_usd,Earwear,2020-10-01,28.811201272574216
asp_usd,Earwear,2020-11-01,26.51810776357448
asp_usd,Earwear,2020-12-01,20.697047348865148
asp_usd,Earwear,2021-01-01,28.036146146374946
asp_usd,Earwear,2021-02-01,28.217815670786276
asp_usd,Earwear,2021-03-01,29.91661794236735
asp_usd,Earwear,2021-04-01,25.530609423285792
asp_usd,Earwear,2021-05-01,23.84409960797135
asp_usd,Earwear,2021-06-01,20.19278239792449
asp_usd,Earwear,2021-07-01,23.345851672170838
asp_usd,Earwear,2021-08-01,24.332778031978254
asp_usd,Earwear,2021-09-01,25.84755080672088
asp_usd,Earwear,2021-10-01,21.99440417636247
asp_usd,Earwear,2021-11-01,20.24451285531878
asp_usd,Earwear,2021-12-01,22.166351982168024
asp_usd,Earwear,2022-01-01,21.96135054657041
asp_usd,Earwear,2022-02-01,21.491969469482772
asp_usd,Earwear,2022-03-01,20.920398522476905
asp_usd,Earwear,2022-04-01,20.364602468276438
asp_usd,Earwear,2022-05-01,19.093157902209537
asp_usd,Earwear,2022-06-01,18.787341898995454
asp_usd,Earwear,2022-07-01,19.33292830390627
asp_usd,Earwear,2022-08-01,22.523629941980847
asp_usd,Earwear,2022-09-01,19.481692405641432
asp_usd,Earwear,2022-10-01,17.97519669427064
asp_usd,Earwear,2022-11-01,18.630369397042447
asp_usd,Earwear,2022-12-01,17.638374019534318
asp_usd,Earwear,2023-01-01,16.838677956331516
asp_usd,Earwear,2023-02-01,17.14215350944713
asp_usd,Earwear,2023-03-01,19.860977770341783
asp_usd,Earwear,2023-04-01,17.502978146521674
asp_usd,Earwear,2023-05-01,18.436118841059468
asp_usd,Earwear,2023-06-01,17.50407697681623
asp_usd,Earwear,2023-07-01,20.053921435081406
asp_usd,Earwear,2023-08-01,18.106821033837523
asp_usd,Earwear,2023-09-01,16.715478540212242
asp_usd,Earwear,2023-10-01,18.621324576405126
asp_usd,Earwear,2023-11-01,20.030202730849012
asp_usd,Earwear,2023-12-01,17.793924637226517
asp_usd,Earwear,2024-01-01,16.56508508456531
asp_usd,Earwear,2024-02-01,15.357715961258762
asp_usd,Earwear,2024-03-01,18.00478563679245
asp_usd,Earwear,2024-04-01,16.809127197337673
asp_usd,Earwear,2024-05-01,16.571143411301858
asp_usd,Earwear,2024-06-01,18.07000469942906
asp_usd,Earwear,2024-07-01,19.078931430952515
asp_usd,Earwear,2024-08-01,19.216732935106144
asp_usd,Earwear,2024-09-01,19.188323048286332
asp_usd,Earwear,2024-10-01,17.540590336625616
asp_usd,Earwear,2024-11-01,15.377846125057745
asp_usd,Earwear,2024-12-01,15.745302581985962
asp_usd,Earwear,2025-01-01,14.805093108889864
asp_usd,Earwear,2025-02-01,14.627689357749812
asp_usd,Earwear,2025-03-01,16.026704217940626
asp_usd,Earwear,2025-04-01,16.502885094348652
asp_usd,Earwear,2025-05-01,17.36798438842098
asp_usd,Earwear,2025-06-01,18.107719065765664
asp_usd,Earwear,2025-07-01,18.569368821189013
asp_usd,Earwear,2025-08-01,18.544527512907113
asp_usd,Earwear,2025-09-01,18.521330927017132
asp_usd,Earwear,2025-10-01,17.67743332592101
asp_usd,Earwear,2025-11-01,16.945769696015294
asp_usd,Earwear,2025-12-01,18.179885041054632
asp_usd,Earwear,2026-01-01,16.27003307968205
asp_usd,Earwear,2026-02-01,15.186534268761067
asp_usd,Earwear,2026-03-01,16.001852068468075
asp_usd,Glasses,2020-01-01,251.9449340801617
asp_usd,Glasses,2020-10-01,243.97726139531952
asp_usd,Glasses,2020-11-01,241.83409303192457
asp_usd,Glasses,2020-12-01,243.64849166686344
asp_usd,Glasses,2021-05-01,245.36031540782986
asp_usd,Glasses,2021-06-01,243.87226460208606
asp_usd,Glasses,2021-09-01,243.95303353926292
asp_usd,Glasses,2021-10-01,239.66426183861105
asp_usd,Glasses,2021-11-01,241.10685203708306
asp_usd,Glasses,2021-12-01,238.01028806693452
asp_usd,Glasses,2022-01-01,138.62885409226286
asp_usd,Glasses,2022-02-01,122.11907386588777
asp_usd,Glasses,2022-03-01,138.36401638883393
asp_usd,Glasses,2022-04-01,206.51372396429684
asp_usd,Glasses,2022-05-01,197.0670625570189
asp_usd,Glasses,2022-06-01,74.04596800629426
asp_usd,Glasses,2022-07-01,205.20533423205507
asp_usd,Glasses,2022-08-01,109.0577856950341
asp_usd,Glasses,2022-09-01,119.43674332067984
asp_usd,Glasses,2022-10-01,112.97579371933463
asp_usd,Glasses,2022-11-01,220.19336749326442
asp_usd,Glasses,2023-01-01,100.2345756793805
asp_usd,Glasses,2023-02-01,99.15402317104049
asp_usd,Glasses,2023-03-01,99.61002549772486
asp_usd,Glasses,2023-04-01,99.9577072910141
asp_usd,Glasses,2023-06-01,230.50468636391432
asp_usd,Glasses,2023-07-01,158.02934619698405
asp_usd,Glasses,2023-09-01,80.95132546890196
asp_usd,Glasses,2023-10-01,118.21876045226844
asp_usd,Glasses,2023-11-01,46.82985219199434
asp_usd,Glasses,2023-12-01,118.21616137467132
asp_usd,Glasses,2024-01-01,147.99641728347885
asp_usd,Glasses,2024-02-01,37.7948114235672
asp_usd,Glasses,2024-03-01,13.948917877581259
asp_usd,Glasses,2024-04-01,38.03682975857557
asp_usd,Glasses,2024-05-01,45.28648357034225
asp_usd,Glasses,2024-06-01,44.34169696449949
asp_usd,Glasses,2024-07-01,47.10276808250837
asp_usd,Glasses,2024-08-01,31.97476432220965
asp_usd,Glasses,2024-09-01,55.34154786816736
asp_usd,Glasses,2024-10-01,45.85257670230838
asp_usd,Glasses,2024-11-01,44.28478535448913
asp_usd,Glasses,2024-12-01,45.96810818716807
asp_usd,Glasses,2025-01-01,3.077748931008954
asp_usd,Glasses,2025-02-01,34.380531905465155
asp_usd,Glasses,2025-03-01,23.860680062269424
asp_usd,Glasses,2025-04-01,25.781268529411225
asp_usd,Glasses,2025-05-01,241.90972284438683
asp_usd,Glasses,2025-06-01,101.13099559625566
asp_usd,Glasses,2025-07-01,89.8802863564672
asp_usd,Glasses,2025-08-01,39.587384964808145
asp_usd,Glasses,2025-09-01,42.15838647576504
asp_usd,Glasses,2025-10-01,162.77000948940812
asp_usd,Glasses,2025-11-01,154.1748484952989
asp_usd,Glasses,2025-12-01,155.79721411075516
asp_usd,Glasses,2026-01-01,231.25522270483648
asp_usd,Glasses,2026-02-01,167.0887519278896
asp_usd,Glasses,2026-03-01,178.9347482748403
asp_usd,Other,2023-09-01,101.11054462275848
asp_usd,Other,2024-07-01,119.91724089352455
asp_usd,Other,2025-01-01,78.9748477916077
asp_usd,Other,2025-03-01,75.07232359369506
asp_usd,Other,2025-04-01,50.781529845622366
asp_usd,Other,2025-07-01,85.6579932373741
asp_usd,Other,2025-09-01,83.57449557526934
asp_usd,Other,2026-01-01,73.14605762686962
asp_usd,Other,2026-03-01,64.75737300683377
asp_usd,Rings,2023-09-01,190.6673445554266
asp_usd,Rings,2023-10-01,147.41719065634172
asp_usd,Rings,2023-11-01,152.34651761606483
asp_usd,Rings,2023-12-01,151.77273128936352
asp_usd,Rings,2024-01-01,158.48881291336818
asp_usd,Rings,2024-02-01,162.15619088108903
asp_usd,Rings,2024-03-01,195.44070330647446
asp_usd,Rings,2024-04-01,199.14819116425133
asp_usd,Rings,2024-05-01,198.88959531034052
asp_usd,Rings,2024-06-01,217.62446653722094
asp_usd,Rings,2024-07-01,143.92867888917255
asp_usd,Rings,2024-08-01,178.89731836641866
asp_usd,Rings,2024-09-01,166.28294398579686
asp_usd,Rings,2024-10-01,166.9341921964413
asp_usd,Rings,2024-11-01,175.33770712381852
asp_usd,Rings,2024-12-01,156.33081830600193
asp_usd,Rings,2025-01-01,183.35052557912275
asp_usd,Rings,2025-02-01,186.90773839183876
asp_usd,Rings,2025-03-01,198.3614216898904
asp_usd,Rings,2025-04-01,199.59002270364385
asp_usd,Rings,2025-05-01,181.9715561232453
asp_usd,Rings,2025-06-01,142.97917551107957
asp_usd,Rings,2025-07-01,178.25016777385727
asp_usd,Rings,2025-08-01,106.63812538552921
asp_usd,Rings,2025-09-01,140.43195622401026
asp_usd,Rings,2025-10-01,115.77611874754542
asp_usd,Rings,2025-11-01,119.87687248369447
asp_usd,Rings,2025-12-01,157.43210581120033
asp_usd,Rings,2026-01-01,161.4510713289147
asp_usd,Rings,2026-02-01,117.0782192253441
asp_usd,Rings,2026-03-01,131.76479131035615
asp_usd,Smartwatch,2020-01-01,152.10848610670928
asp_usd,Smartwatch,2020-02-01,201.21159976761783
asp_usd,Smartwatch,2020-03-01,204.32520670881797
asp_usd,Smartwatch,2020-05-01,93.27241571594318
asp_usd,Smartwatch,2020-06-01,87.18368995496442
asp_usd,Smartwatch,2020-07-01,87.43894527998194
asp_usd,Smartwatch,2020-08-01,108.25123116452168
asp_usd,Smartwatch,2020-09-01,128.70167955583915
asp_usd,Smartwatch,2020-10-01,139.93743037535037
asp_usd,Smartwatch,2020-11-01,140.20847524081586
asp_usd,Smartwatch,2020-12-01,96.50997681432811
asp_usd,Smartwatch,2021-01-01,94.77050270984664
asp_usd,Smartwatch,2021-02-01,81.8562937230403
asp_usd,Smartwatch,2021-03-01,79.88336238151025
asp_usd,Smartwatch,2021-04-01,59.77942049237068
asp_usd,Smartwatch,2021-05-01,78.45327572984982
asp_usd,Smartwatch,2021-06-01,57.781791662264034
asp_usd,Smartwatch,2021-07-01,58.69187087116007
asp_usd,Smartwatch,2021-08-01,58.15727987628579
asp_usd,Smartwatch,2021-09-01,61.583857657568146
asp_usd,Smartwatch,2021-10-01,50.063995847895846
asp_usd,Smartwatch,2021-11-01,59.55105664087738
asp_usd,Smartwatch,2021-12-01,56.99957615008529
asp_usd,Smartwatch,2022-01-01,46.397185189119924
asp_usd,Smartwatch,2022-02-01,51.27611944483677
asp_usd,Smartwatch,2022-03-01,53.198069331882635
asp_usd,Smartwatch,2022-04-01,55.95898822243013
asp_usd,Smartwatch,2022-05-01,44.078861850127815
asp_usd,Smartwatch,2022-06-01,42.585711769916166
asp_usd,Smartwatch,2022-07-01,41.699133996217164
asp_usd,Smartwatch,2022-08-01,38.89926409470157
